"","...1","hit_id","query_id","biosample_id","closest_ref","distance","SRM_present","single_closest_ref","na.rm"
"118",118,"OWSK01.6388.1_2/63-436","OWSK01","SAMEA4378329","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.006121,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"119",119,"OWSK01.6388.1_1/11-264","OWSK01","SAMEA4378329","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.009234,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"120",120,"OWSK01.6388.1_6/1-82","OWSK01","SAMEA4378329","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"121",121,"CAABUQ01.5070.1_1/1-247","CAABUQ01","SAMN00691554","['Desulfovibrio_desulfuricans__DslDes17']",NA,TRUE,"Desulfovibrio_desulfuricans__DslDes17",TRUE
"122",122,"CAABUQ01.18604.1_1/2-161","CAABUQ01","SAMN00691554","['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",0.0310078290485498,TRUE,"Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358",TRUE
"123",123,"OWEA01.6517.1_3/63-436","OWEA01","SAMEA3708617","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.018478,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"124",124,"OWEA01.6517.1_2/11-266","OWEA01","SAMEA3708617","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.084694,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"125",125,"UZIE01.3608.1_5/64-437","UZIE01","SAMN00791944","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"126",126,"UZIE01.3608.1_6/11-266","UZIE01","SAMN00791944","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"127",127,"ORVI01.27023.1_1/64-438","ORVI01","SAMEA2338833","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.088549,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"128",128,"ORVI01.27023.1_2/11-108","ORVI01","SAMEA2338833","['Bilophila_sp._4_1_30__BilSpec3']",0.0241178645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"129",129,"ULXL01.46695.1_1/1-339","ULXL01","SAMEA4835837","['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",0.0193448290485498,TRUE,"Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358",TRUE
"130",130,"ULXL01.61062.1_1/1-115","ULXL01","SAMEA4835837","['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,TRUE,"Desulfovibrio_desulfuricans__DslDes17",TRUE
"131",131,"ULXL01.46695.1_2/11-123","ULXL01","SAMEA4835837","['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,TRUE,"Desulfovibrio_desulfuricans__DslDes17",TRUE
"132",132,"ULXL01.82817.1_2/27-294","ULXL01","SAMEA4835837","['QUERY___Moorella_thermoacetica_2_dsrA']",4.406426,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"133",133,"OWGR01.71931.1_2/11-87","OWGR01","SAMEA3708494","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"134",134,"OYRO01.1954.1_1/43-233","OYRO01","SAMN06165543","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",NA,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"135",135,"ULRD01.28831.1_1/1-232","ULRD01","SAMEA4835675","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"136",136,"ULRD01.52017.1_1/11-152","ULRD01","SAMEA4835675","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"137",137,"ULRD01.35842.1_2/63-146","ULRD01","SAMEA4835675","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"138",138,"UEYE01.11137.1_2/64-437","UEYE01","SAMN06115512","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.371623,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"139",139,"UEYE01.31469.1_1/1-298","UEYE01","SAMN06115512","['Bilophila_sp._4_1_30__BilSpec3']",0.00917386459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"140",140,"UEYE01.14975.1_1/1-230","UEYE01","SAMN06115512","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.097919,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"141",141,"UEYE01.11137.1_1/11-212","UEYE01","SAMN06115512","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.602188,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"142",142,"UMHE01.11170.1_4/55-428","UMHE01","SAMEA4836090","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372045,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"143",143,"UMHE01.11170.1_3/11-266","UMHE01","SAMEA4836090","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.506418,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"144",144,"OQXB01.18.1_117/53-401","OQXB01","SAMN04161035","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.29615698423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"145",145,"OQXB01.18.1_116/4-240","OQXB01","SAMN04161035","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.28051579648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"146",146,"ORCJ01.30263.1_1/1-206","ORCJ01","SAMN06115435","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.370377083011529,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"147",147,"ORWY01.1258.1_16/64-437","ORWY01","SAMEA2338866","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"148",148,"ORWY01.1258.1_15/11-266","ORWY01","SAMEA2338866","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"149",149,"ORWY01.341.1_49/11-266","ORWY01","SAMEA2338866","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.094403,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"150",150,"ORWY01.95422.1_1/1-223","ORWY01","SAMEA2338866","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"151",151,"ORWY01.114984.1_1/1-122","ORWY01","SAMEA2338866","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"152",152,"ORWY01.1188.1_20/63-146","ORWY01","SAMEA2338866","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"153",153,"ORWY01.113268.1_2/1-119","ORWY01","SAMEA2338866","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.02024498423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"154",154,"ORWY01.341.1_50/1-101","ORWY01","SAMEA2338866","['QUERY___Ley3_66761_scaffold_1025_dsrA', 'Desulfovibrio_piger__DslPige2']",NA,TRUE,"Desulfovibrio_piger__DslPige2",TRUE
"155",155,"OWSN01.3025.1_6/11-266","OWSN01","SAMEA4378267","['Bilophila_wadsworthia__BilWads6']",0.00917043512333119,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"156",156,"OWSN01.4779.1_1/64-165","OWSN01","SAMEA4378267","['Bilophila_wadsworthia__BilWads6', 'Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'QUERY___Ley3_66761_scaffold_1830_dsrB', 'QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"157",157,"OZPB01.8102.1_2/2-283","OZPB01","SAMN06164804","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"158",158,"OZPB01.8102.1_1/11-266","OZPB01","SAMN06164804","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.077381,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"159",159,"UZPQ01.2536.1_3/64-437","UZPQ01","SAMN00791950","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"160",160,"UZPQ01.2536.1_4/11-266","UZPQ01","SAMN00791950","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"161",161,"UMHG01.13160.1_5/64-437","UMHG01","SAMEA4836092","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"162",162,"UMHG01.13160.1_6/11-178","UMHG01","SAMEA4836092","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"163",163,"UPPQ01.16932.1_2/1-246","UPPQ01","SAMEA2737763","['QUERY___Ley3_66761_scaffold_1025_dsrA']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"164",164,"UPPQ01.49344.1_1/11-149","UPPQ01","SAMEA2737763","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"165",165,"UZHX01.6273.1_1/64-252","UZHX01","SAMN00791942","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"166",166,"UZHX01.36896.1_2/11-126","UZHX01","SAMN00791942","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"167",167,"UYDJ01.9802.1_3/63-436","UYDJ01","SAMEA2144396","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.01865,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"168",168,"UYDJ01.9802.1_4/11-266","UYDJ01","SAMEA2144396","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"169",169,"OQHC01.18290.1_4/11-121","OQHC01","SAMD00036207","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"170",170,"OQHC01.18290.1_1/17-124","OQHC01","SAMD00036207","['Bilophila_sp._4_1_30__BilSpec3']",0.0409838645937054,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"171",171,"OQHC01.18290.1_3/1-96","OQHC01","SAMD00036207","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_sp._4_1_30__BilSpec3', 'Bilophila_wadsworthia__BilWads6', 'QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"172",172,"CABQGW01.433.1_2/2-344","CABQGW01","SAMEA5850071","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.374948083011529,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"173",173,"CABQGW01.433.1_1/11-98","CABQGW01","SAMEA5850071","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.184582,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"174",174,"UZTU01.1044.1_16/64-437","UZTU01","SAMN00792072","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"175",175,"UZTU01.1044.1_15/11-266","UZTU01","SAMN00792072","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"176",176,"ORHZ01.1504.1_5/53-398","ORHZ01","SAMN04329852","['QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",1.4201721875511,TRUE,"QUERY___Peptococcaceae_bacterium_CEB3_dsrB",TRUE
"177",177,"ORHZ01.1504.1_4/5-240","ORHZ01","SAMN04329852","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.09572079648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"178",178,"ORHZ01.22362.1_1/18-219","ORHZ01","SAMN04329852","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.14668298423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"179",179,"ORHZ01.9796.1_5/7-91","ORHZ01","SAMN04329852","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",0.669649173848276,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"180",180,"OQDZ01.8857.1_2/2-188","OQDZ01","SAMD00036330","['uncultured_bacterium__EF645667', 'uncultured_bacterium__EF645664', 'Desulfovibrio_desulfuricans__DQ092635']",NA,TRUE,"uncultured_bacterium__EF645667",TRUE
"181",181,"OQDZ01.8857.1_5/11-124","OQDZ01","SAMD00036330","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"182",182,"OQDZ01.8857.1_4/1-96","OQDZ01","SAMD00036330","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"183",183,"OQDZ01.8857.1_6/1-56","OQDZ01","SAMD00036330","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.076193,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"184",184,"ORPW01.19403.1_2/63-436","ORPW01","SAMEA2338703","['Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",0.0193448290485498,TRUE,"Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358",TRUE
"185",185,"ORPW01.41734.1_1/1-134","ORPW01","SAMEA2338703","['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,TRUE,"Desulfovibrio_desulfuricans__DslDes17",TRUE
"186",186,"ORPW01.19403.1_3/11-125","ORPW01","SAMEA2338703","['Desulfovibrio_desulfuricans__DslDes17', 'Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358']",NA,TRUE,"Desulfovibrio_desulfuricans__DslDes17",TRUE
"187",187,"ORPW01.3088.1_4/27-294","ORPW01","SAMEA2338703","['QUERY___Moorella_thermoacetica_2_dsrA']",4.406426,TRUE,"QUERY___Moorella_thermoacetica_2_dsrA",TRUE
"188",188,"OYNT01.492.1_1/63-436","OYNT01","SAMN06165591","['uncultured_bacterium__EF645667']",0.0856336056413982,TRUE,"uncultured_bacterium__EF645667",TRUE
"189",189,"OYNT01.275.1_5/53-397","OYNT01","SAMN06165591","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.37291798423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"190",190,"OYNT01.492.1_2/11-266","OYNT01","SAMN06165591","['uncultured_bacterium__EF645667']",0.143411722311175,TRUE,"uncultured_bacterium__EF645667",TRUE
"191",191,"OYNT01.275.1_4/5-240","OYNT01","SAMN06165591","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.30205979648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"192",192,"OYNT01.3576.1_1/6-165","OYNT01","SAMN06165591","['Desulfitibacter_alkalitolerans__DfiAlka2']",1.18226779648578,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"193",193,"OYNT01.3576.1_2/1-98","OYNT01","SAMN06165591","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.04823298423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"194",194,"ORJZ01.439.1_2/50-397","ORJZ01","SAMN04329869","['Anaerobic_bacterium_sk.prop8__Bv2Prop2']",1.13126398423978,TRUE,"Anaerobic_bacterium_sk.prop8__Bv2Prop2",TRUE
"195",195,"ORJZ01.439.1_3/7-240","ORJZ01","SAMN04329869","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.921408796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"196",196,"ORJZ01.5073.1_1/63-299","ORJZ01","SAMN04329869","['uncultured_bacterium__EF645667']",0.0427602313505931,TRUE,"uncultured_bacterium__EF645667",TRUE
"197",197,"ORJZ01.3824.1_2/1-203","ORJZ01","SAMN04329869","['uncultured_bacterium__EF645667', 'uncultured_bacterium__EF645664']",NA,TRUE,"uncultured_bacterium__EF645667",TRUE
"198",198,"ORJZ01.4803.1_1/23-242","ORJZ01","SAMN04329869","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.037321,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"199",199,"ORJZ01.17253.1_1/2-182","ORJZ01","SAMN04329869","['QUERY___Peptococcaceae_bacterium_CEB3_dsrB']",1.1912621875511,TRUE,"QUERY___Peptococcaceae_bacterium_CEB3_dsrB",TRUE
"200",200,"ORJZ01.16040.1_1/2-139","ORJZ01","SAMN04329869","['uncultured_bacterium__EF645667']",NA,TRUE,"uncultured_bacterium__EF645667",TRUE
"201",201,"OYSQ01.319.1_2/64-437","OYSQ01","SAMN06165573","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"202",202,"OYSQ01.319.1_1/11-266","OYSQ01","SAMN06165573","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"203",203,"OYGH01.1486.1_1/7-240","OYGH01","SAMN06165636","['Desulfitibacter_alkalitolerans__DfiAlka2']",0.908308796485778,TRUE,"Desulfitibacter_alkalitolerans__DfiAlka2",TRUE
"204",204,"UPSY01.5787.1_5/64-437","UPSY01","SAMN06111932","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"205",205,"UPSY01.8712.1_5/1-204","UPSY01","SAMN06111932","['Bilophila_wadsworthia__BilWads6', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"206",206,"OWDJ01.5587.1_5/64-437","OWDJ01","SAMEA3708596","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"207",207,"OWDJ01.5587.1_6/11-266","OWDJ01","SAMEA3708596","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"208",208,"OWDJ01.86815.1_2/1-127","OWDJ01","SAMEA3708596","['Desulfovibrio_sp._3_1_syn3__DsvSp230', 'Desulfovibrio_sp._6_1_46AFAA__DsvSp231']",NA,TRUE,"Desulfovibrio_sp._3_1_syn3__DsvSp230",TRUE
"209",209,"OQSJ01.28389.1_1/2-375","OQSJ01","SAMN05214696","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.186563054566389,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"210",210,"OUOT01.25188.1_1/1-370","OUOT01","SAMN05356872","['QUERY___Ley3_66761_scaffold_1025_dsrA']",0.0712320545663892,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"211",211,"OUOT01.21243.1_2/10-265","OUOT01","SAMN05356872","['QUERY___Ley3_66761_scaffold_1025_dsrA']",2e-06,TRUE,"QUERY___Ley3_66761_scaffold_1025_dsrA",TRUE
"212",212,"OUOT01.6296.1_6/3-237","OUOT01","SAMN05356872","['Gordonibacter_pamelaeae__GrdPame5']",0.00337426070191466,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"213",213,"OUOT01.9751.1_1/1-182","OUOT01","SAMN05356872","['Gordonibacter_pamelaeae_7-10-1-b__FP929047', 'Gordonibacter_pamelaeae__GrdPame5']",NA,TRUE,"Gordonibacter_pamelaeae_7-10-1-b__FP929047",TRUE
"214",214,"OUOT01.9751.1_2/1-73","OUOT01","SAMN05356872","['Gordonibacter_pamelaeae__GrdPame5']",0.0444742607019147,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"215",215,"JAJCHC01.8.1_78/51-400","JAJCHC01","SAMN22167639","['Gordonibacter_pamelaeae__GrdPame5']",0.599518376715172,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"216",216,"JAJCHC01.8.1_77/2-235","JAJCHC01","SAMN22167639","['Gordonibacter_pamelaeae__GrdPame5']",0.676908376715172,TRUE,"Gordonibacter_pamelaeae__GrdPame5",TRUE
"217",217,"OQMR01.18366.1_2/63-436","OQMR01","SAMD00036432","['uncultured_bacterium__EF645667']",0.0702696056413982,TRUE,"uncultured_bacterium__EF645667",TRUE
"218",218,"OQMR01.48524.1_2/1-75","OQMR01","SAMD00036432","['uncultured_bacterium__EF645667']",0.0719273599251014,TRUE,"uncultured_bacterium__EF645667",TRUE
"219",219,"ORTV01.8208.1_2/64-437","ORTV01","SAMEA2338810","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.029003,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"220",220,"ORTV01.18253.1_2/11-266","ORTV01","SAMEA2338810","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.152939,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"221",221,"ORTV01.8208.1_1/11-123","ORTV01","SAMEA2338810","['Bilophila_sp._4_1_30__BilSpec3', 'QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB', 'Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"222",222,"USYV01.24307.1_2/1-126","USYV01","SAMN06112049","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.044596,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"223",223,"UEPT01.68.1_13/64-437","UEPT01","SAMN06115510","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"224",224,"UEPT01.33940.1_1/1-286","UEPT01","SAMN06115510","['QUERY___Ley3_66761_scaffold_1830_dsrB']",NA,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"225",225,"UEPT01.68.1_14/11-266","UEPT01","SAMN06115510","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"226",226,"UEPT01.39222.1_1/63-219","UEPT01","SAMN06115510","['QUERY___Bilophila_wadsworthia_dsrA', 'QUERY___Bilophila_wadsworthia_dsrB']",0.306614083011529,TRUE,"QUERY___Bilophila_wadsworthia_dsrA",TRUE
"227",227,"UEPT01.24653.1_1/100-231","UEPT01","SAMN06115510","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.547013,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"228",228,"OWRK01.2906.1_5/64-437","OWRK01","SAMEA4378258","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"229",229,"OWRK01.2906.1_6/11-266","OWRK01","SAMEA4378258","['Bilophila_sp._4_1_30__BilSpec3']",0.00166686459370536,TRUE,"Bilophila_sp._4_1_30__BilSpec3",TRUE
"230",230,"UPOY01.1248.1_25/63-436","UPOY01","SAMEA2737776","['uncultured_bacterium__EF645667']",0.0215972313505931,TRUE,"uncultured_bacterium__EF645667",TRUE
"231",231,"UPOY01.1248.1_26/11-266","UPOY01","SAMEA2737776","['uncultured_bacterium__EF645667']",0.00336425459707886,TRUE,"uncultured_bacterium__EF645667",TRUE
"232",232,"UERT01.182.1_12/64-437","UERT01","SAMN06115458","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"233",233,"UERT01.182.1_13/11-266","UERT01","SAMN06115458","['Bilophila_wadsworthia__BilWads6']",1.43512333119087e-06,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
"234",234,"OYGO01.100.1_3/64-437","OYGO01","SAMN06165512","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.372045,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"235",235,"OYGO01.100.1_2/11-266","OYGO01","SAMN06165512","['QUERY___Ley3_66761_scaffold_1830_dsrB']",0.506418,TRUE,"QUERY___Ley3_66761_scaffold_1830_dsrB",TRUE
"236",236,"OYGO01.1099.1_2/11-258","OYGO01","SAMN06165512","['Bilophila_wadsworthia__BilWads6']",NA,TRUE,"Bilophila_wadsworthia__BilWads6",TRUE
